grid_id,latitude,longitude,x,y,ward_id,ward_name,lst_c,ndvi,ndbi,tree_canopy_pct,built_pct,albedo,road_density,distance_green_m,elevation_m,population_density,data_label
DEMO_G_1986,18.5506832,73.8429896,377895,2051505,DEMO_WARD_04,DEMO Ward 04,32.785,0.4467,0.1023,39.18,41.02,0.1796,4.726,293.19,560.21,1427.92,DEMO / SYNTHETIC DATA
DEMO_G_1987,18.5506849,73.8432739,377925,2051505,DEMO_WARD_04,DEMO Ward 04,33.442,0.293,0.0791,38.0,46.2,0.226,4.508,162.03,555.94,9237.79,DEMO / SYNTHETIC DATA
DEMO_G_1988,18.5506866,73.8435581,377955,2051505,DEMO_WARD_04,DEMO Ward 04,32.009,0.4864,0.2069,40.76,42.86,0.1787,4.799,290.89,572.1,3293.94,DEMO / SYNTHETIC DATA
DEMO_G_1989,18.5506884,73.8438423,377985,2051505,DEMO_WARD_04,DEMO Ward 04,33.358,0.2346,0.1018,16.33,41.27,0.1563,3.74,229.22,565.2,8150.71,DEMO / SYNTHETIC DATA
DEMO_G_1990,18.5506901,73.8441265,378015,2051505,DEMO_WARD_04,DEMO Ward 04,31.254,0.3542,0.1681,34.03,37.71,0.1729,4.84,285.32,561.46,6622.93,DEMO / SYNTHETIC DATA
DEMO_G_1991,18.5506919,73.8444107,378045,2051505,DEMO_WARD_04,DEMO Ward 04,34.256,0.4304,0.1076,30.11,51.27,0.2019,4.148,507.25,568.29,13427.29,DEMO / SYNTHETIC DATA
DEMO_G_1992,18.5506936,73.844695,378075,2051505,DEMO_WARD_04,DEMO Ward 04,31.851,0.2032,0.1118,25.92,54.8,0.1791,5.095,481.23,568.0,9108.25,DEMO / SYNTHETIC DATA
DEMO_G_1993,18.5506953,73.8449792,378105,2051505,DEMO_WARD_04,DEMO Ward 04,31.766,0.3899,-0.0072,26.89,44.83,0.1797,5.022,203.95,560.95,7000.99,DEMO / SYNTHETIC DATA
DEMO_G_1994,18.5506971,73.8452634,378135,2051505,DEMO_WARD_04,DEMO Ward 04,35.409,0.1539,0.2148,18.27,55.19,0.1718,3.861,360.17,561.39,7455.82,DEMO / SYNTHETIC DATA
DEMO_G_1995,18.5506988,73.8455476,378165,2051505,DEMO_WARD_04,DEMO Ward 04,33.129,0.338,0.0498,45.07,53.54,0.2015,6.106,342.97,570.79,11456.27,DEMO / SYNTHETIC DATA
DEMO_G_1996,18.5507006,73.8458319,378195,2051505,DEMO_WARD_04,DEMO Ward 04,30.157,0.4038,0.2602,54.48,33.8,0.2099,4.475,327.98,563.73,2946.4,DEMO / SYNTHETIC DATA
DEMO_G_1997,18.5507023,73.8461161,378225,2051505,DEMO_WARD_04,DEMO Ward 04,32.973,0.3199,-0.0963,35.52,40.06,0.1888,5.201,350.26,567.65,9983.7,DEMO / SYNTHETIC DATA
DEMO_G_1998,18.550704,73.8464003,378255,2051505,DEMO_WARD_04,DEMO Ward 04,33.759,0.3045,0.1294,36.32,54.81,0.2071,5.244,315.22,565.57,9813.86,DEMO / SYNTHETIC DATA
DEMO_G_1999,18.5507058,73.8466845,378285,2051505,DEMO_WARD_04,DEMO Ward 04,35.269,0.1948,0.2603,24.38,59.46,0.232,5.841,275.96,562.46,10607.6,DEMO / SYNTHETIC DATA
DEMO_G_2000,18.5507075,73.8469688,378315,2051505,DEMO_WARD_04,DEMO Ward 04,32.618,0.3365,0.2706,34.65,53.18,0.1456,4.675,244.32,567.24,9539.22,DEMO / SYNTHETIC DATA
DEMO_G_2001,18.5507092,73.847253,378345,2051505,DEMO_WARD_05,DEMO Ward 05,35.264,0.0198,0.3756,10.51,62.78,0.1779,8.327,503.9,569.46,12684.79,DEMO / SYNTHETIC DATA
DEMO_G_2002,18.550711,73.8475372,378375,2051505,DEMO_WARD_05,DEMO Ward 05,35.223,0.2681,0.2036,19.19,63.12,0.2443,5.051,222.82,571.77,11416.01,DEMO / SYNTHETIC DATA
DEMO_G_2003,18.5507127,73.8478214,378405,2051505,DEMO_WARD_05,DEMO Ward 05,32.876,0.388,-0.0441,22.19,54.36,0.2589,3.742,300.85,563.45,12052.09,DEMO / SYNTHETIC DATA
DEMO_G_2004,18.5507144,73.8481057,378435,2051505,DEMO_WARD_05,DEMO Ward 05,31.478,0.2718,-0.0888,23.54,35.58,0.2224,3.527,326.47,566.09,7944.56,DEMO / SYNTHETIC DATA
DEMO_G_2005,18.5507162,73.8483899,378465,2051505,DEMO_WARD_05,DEMO Ward 05,30.366,0.4389,0.1666,37.3,39.27,0.2039,0.944,157.85,568.0,2801.13,DEMO / SYNTHETIC DATA
DEMO_G_2006,18.5507179,73.8486741,378495,2051505,DEMO_WARD_05,DEMO Ward 05,34.691,0.1181,0.0389,9.17,33.48,0.2002,4.132,216.61,571.9,8921.33,DEMO / SYNTHETIC DATA
DEMO_G_2007,18.5507196,73.8489583,378525,2051505,DEMO_WARD_05,DEMO Ward 05,35.494,0.2305,0.12,25.56,45.56,0.171,5.995,307.79,565.06,6602.17,DEMO / SYNTHETIC DATA
DEMO_G_2008,18.5507214,73.8492426,378555,2051505,DEMO_WARD_05,DEMO Ward 05,33.423,0.2584,0.1051,25.94,47.05,0.1639,5.037,196.19,560.45,7982.79,DEMO / SYNTHETIC DATA
DEMO_G_2009,18.5507231,73.8495268,378585,2051505,DEMO_WARD_05,DEMO Ward 05,30.468,0.4305,0.1297,34.57,30.76,0.2815,4.622,70.1,572.11,8234.47,DEMO / SYNTHETIC DATA
DEMO_G_2010,18.5507248,73.849811,378615,2051505,DEMO_WARD_05,DEMO Ward 05,34.649,0.2499,0.0568,41.26,45.96,0.199,1.995,88.05,565.77,6748.62,DEMO / SYNTHETIC DATA
DEMO_G_2011,18.5507266,73.8500952,378645,2051505,DEMO_WARD_05,DEMO Ward 05,35.397,0.4248,0.3711,42.09,56.58,0.1794,4.581,186.47,560.82,11825.09,DEMO / SYNTHETIC DATA
DEMO_G_2012,18.5507283,73.8503794,378675,2051505,DEMO_WARD_05,DEMO Ward 05,31.994,0.2982,0.1089,17.28,43.57,0.2129,5.673,168.45,566.59,9967.56,DEMO / SYNTHETIC DATA
DEMO_G_2013,18.55073,73.8506637,378705,2051505,DEMO_WARD_05,DEMO Ward 05,32.661,0.3129,-0.1635,18.07,5.69,0.2049,2.938,123.38,568.82,9845.21,DEMO / SYNTHETIC DATA
DEMO_G_2014,18.5507318,73.8509479,378735,2051505,DEMO_WARD_05,DEMO Ward 05,27.638,0.439,-0.17,32.54,39.39,0.2578,0.0,84.61,565.94,6400.27,DEMO / SYNTHETIC DATA
DEMO_G_2015,18.5507335,73.8512321,378765,2051505,DEMO_WARD_05,DEMO Ward 05,34.691,0.2598,0.1242,15.7,51.71,0.2357,4.052,141.77,563.32,9559.1,DEMO / SYNTHETIC DATA
DEMO_G_2016,18.5507352,73.8515163,378795,2051505,DEMO_WARD_05,DEMO Ward 05,29.336,0.6364,0.0988,50.27,0.99,0.173,2.136,52.87,563.81,4227.2,DEMO / SYNTHETIC DATA
DEMO_G_2017,18.5507369,73.8518006,378825,2051505,DEMO_WARD_05,DEMO Ward 05,31.726,0.2624,0.0719,23.8,27.72,0.1833,2.274,237.56,564.61,6215.29,DEMO / SYNTHETIC DATA
DEMO_G_2018,18.5507387,73.8520848,378855,2051505,DEMO_WARD_05,DEMO Ward 05,31.925,0.4164,0.0692,32.78,10.59,0.1746,4.308,74.91,568.23,0.0,DEMO / SYNTHETIC DATA
DEMO_G_2019,18.5507404,73.852369,378885,2051505,DEMO_WARD_05,DEMO Ward 05,35.217,0.1761,0.0747,15.4,50.0,0.2792,7.242,300.56,567.7,8488.88,DEMO / SYNTHETIC DATA
DEMO_G_2020,18.5507421,73.8526532,378915,2051505,DEMO_WARD_05,DEMO Ward 05,31.073,0.3601,-0.016,25.0,13.29,0.2543,1.723,68.38,564.98,107.53,DEMO / SYNTHETIC DATA
DEMO_G_2021,18.5507439,73.8529375,378945,2051505,DEMO_WARD_06,DEMO Ward 06,32.075,0.4376,0.0708,30.91,41.43,0.2413,2.85,452.58,565.84,8917.08,DEMO / SYNTHETIC DATA
DEMO_G_2022,18.5507456,73.8532217,378975,2051505,DEMO_WARD_06,DEMO Ward 06,34.085,0.228,0.1494,22.88,47.75,0.2136,3.869,345.72,573.8,9680.49,DEMO / SYNTHETIC DATA
DEMO_G_2023,18.5507473,73.8535059,379005,2051505,DEMO_WARD_06,DEMO Ward 06,27.567,0.414,-0.1315,19.21,23.57,0.2806,5.743,281.55,558.6,7695.58,DEMO / SYNTHETIC DATA
DEMO_G_2024,18.550749,73.8537901,379035,2051505,DEMO_WARD_06,DEMO Ward 06,31.997,0.3946,0.1583,43.42,39.02,0.2019,4.998,66.92,560.17,10807.15,DEMO / SYNTHETIC DATA
DEMO_G_2025,18.5507508,73.8540744,379065,2051505,DEMO_WARD_06,DEMO Ward 06,32.181,0.381,0.1771,37.92,37.78,0.2696,4.853,399.09,567.74,9665.45,DEMO / SYNTHETIC DATA
DEMO_G_2026,18.5507525,73.8543586,379095,2051505,DEMO_WARD_06,DEMO Ward 06,36.035,0.3302,0.1196,33.06,47.12,0.2455,4.427,153.34,565.35,6350.89,DEMO / SYNTHETIC DATA
DEMO_G_2027,18.5507542,73.8546428,379125,2051505,DEMO_WARD_06,DEMO Ward 06,34.424,0.4029,-0.0003,41.69,56.76,0.1636,6.303,231.52,566.13,9610.02,DEMO / SYNTHETIC DATA
DEMO_G_2028,18.5507559,73.854927,379155,2051505,DEMO_WARD_06,DEMO Ward 06,29.685,0.3153,-0.0336,19.96,42.17,0.2256,4.148,164.8,564.41,8706.81,DEMO / SYNTHETIC DATA
DEMO_G_2029,18.5507577,73.8552113,379185,2051505,DEMO_WARD_06,DEMO Ward 06,28.607,0.4853,-0.1405,43.4,34.02,0.2602,4.114,89.64,563.27,5789.14,DEMO / SYNTHETIC DATA
DEMO_G_2030,18.5507594,73.8554955,379215,2051505,DEMO_WARD_06,DEMO Ward 06,31.576,0.3138,0.0529,30.35,35.23,0.1882,3.315,253.54,571.79,6321.82,DEMO / SYNTHETIC DATA
DEMO_G_2031,18.5507611,73.8557797,379245,2051505,DEMO_WARD_06,DEMO Ward 06,36.721,0.1628,0.1958,18.2,64.52,0.1803,7.021,431.35,565.51,13225.67,DEMO / SYNTHETIC DATA
DEMO_G_2032,18.5507628,73.8560639,379275,2051505,DEMO_WARD_06,DEMO Ward 06,28.736,0.1959,0.0203,22.12,35.36,0.2248,3.951,117.08,563.37,6096.66,DEMO / SYNTHETIC DATA
DEMO_G_2033,18.5507645,73.8563482,379305,2051505,DEMO_WARD_06,DEMO Ward 06,32.963,0.2977,0.1609,31.53,65.69,0.2252,4.552,365.04,564.22,12408.59,DEMO / SYNTHETIC DATA
DEMO_G_2034,18.5507663,73.8566324,379335,2051505,DEMO_WARD_06,DEMO Ward 06,30.595,0.3213,-0.1062,28.27,40.22,0.245,5.29,127.79,570.27,6179.15,DEMO / SYNTHETIC DATA
DEMO_G_2035,18.550768,73.8569166,379365,2051505,DEMO_WARD_06,DEMO Ward 06,32.814,0.306,-0.0272,34.09,53.06,0.2187,5.292,342.98,563.19,7199.06,DEMO / SYNTHETIC DATA
DEMO_G_2036,18.5507697,73.8572008,379395,2051505,DEMO_WARD_06,DEMO Ward 06,34.957,0.2099,0.2227,17.39,58.03,0.2117,5.981,280.94,561.33,11132.21,DEMO / SYNTHETIC DATA
DEMO_G_2037,18.5507714,73.8574851,379425,2051505,DEMO_WARD_06,DEMO Ward 06,32.713,0.1589,0.0775,23.93,53.61,0.2344,4.42,338.67,568.62,5513.24,DEMO / SYNTHETIC DATA
DEMO_G_2038,18.5507732,73.8577693,379455,2051505,DEMO_WARD_06,DEMO Ward 06,38.066,0.1738,0.0984,12.82,72.94,0.1356,7.383,524.65,561.54,15319.32,DEMO / SYNTHETIC DATA
DEMO_G_2039,18.5507749,73.8580535,379485,2051505,DEMO_WARD_06,DEMO Ward 06,30.135,0.3794,0.0118,22.43,39.07,0.2185,3.643,126.13,573.51,6331.1,DEMO / SYNTHETIC DATA
DEMO_G_2040,18.5507766,73.8583377,379515,2051505,DEMO_WARD_06,DEMO Ward 06,32.004,0.3417,0.2486,36.47,37.66,0.2406,3.271,416.33,570.21,13816.67,DEMO / SYNTHETIC DATA
DEMO_G_2041,18.5509455,73.8415667,377745,2051535,DEMO_WARD_04,DEMO Ward 04,32.355,0.4397,-0.1175,25.94,57.36,0.2347,3.105,157.59,569.1,7137.21,DEMO / SYNTHETIC DATA
DEMO_G_2042,18.5509473,73.8418509,377775,2051535,DEMO_WARD_04,DEMO Ward 04,32.243,0.3142,0.0097,24.1,44.88,0.1236,2.739,0.0,564.48,11247.82,DEMO / SYNTHETIC DATA
DEMO_G_2043,18.550949,73.8421351,377805,2051535,DEMO_WARD_04,DEMO Ward 04,31.662,0.259,0.0556,22.3,49.23,0.2125,2.729,191.03,561.64,3984.03,DEMO / SYNTHETIC DATA
DEMO_G_2044,18.5509508,73.8424194,377835,2051535,DEMO_WARD_04,DEMO Ward 04,31.757,0.4147,0.104,22.48,31.0,0.1793,2.528,324.14,566.29,5637.88,DEMO / SYNTHETIC DATA
DEMO_G_2045,18.5509525,73.8427036,377865,2051535,DEMO_WARD_04,DEMO Ward 04,33.545,0.2065,0.1264,30.46,54.66,0.2488,4.261,302.55,561.12,8309.42,DEMO / SYNTHETIC DATA
DEMO_G_2046,18.5509542,73.8429878,377895,2051535,DEMO_WARD_04,DEMO Ward 04,30.671,0.2466,0.0135,23.24,52.87,0.2748,4.895,325.35,568.54,15704.03,DEMO / SYNTHETIC DATA
DEMO_G_2047,18.550956,73.843272,377925,2051535,DEMO_WARD_04,DEMO Ward 04,29.422,0.5056,-0.052,48.86,35.09,0.1583,3.246,267.55,565.83,6675.73,DEMO / SYNTHETIC DATA
DEMO_G_2048,18.5509577,73.8435563,377955,2051535,DEMO_WARD_04,DEMO Ward 04,31.717,0.2328,0.1938,29.78,55.41,0.2156,3.967,246.46,563.68,9483.41,DEMO / SYNTHETIC DATA
DEMO_G_2049,18.5509595,73.8438405,377985,2051535,DEMO_WARD_04,DEMO Ward 04,36.236,0.1336,0.2911,4.44,55.02,0.1833,5.794,447.34,566.43,14038.76,DEMO / SYNTHETIC DATA
DEMO_G_2050,18.5509612,73.8441247,378015,2051535,DEMO_WARD_04,DEMO Ward 04,35.769,0.3137,0.1729,18.57,49.39,0.2074,5.496,301.21,576.76,10229.86,DEMO / SYNTHETIC DATA
DEMO_G_2051,18.5509629,73.8444089,378045,2051535,DEMO_WARD_04,DEMO Ward 04,34.439,0.2207,0.1505,24.45,51.16,0.2501,3.299,396.13,561.93,9352.96,DEMO / SYNTHETIC DATA
DEMO_G_2052,18.5509647,73.8446931,378075,2051535,DEMO_WARD_04,DEMO Ward 04,30.118,0.3452,-0.0368,22.4,20.34,0.1859,3.341,307.32,568.77,7894.66,DEMO / SYNTHETIC DATA
DEMO_G_2053,18.5509664,73.8449774,378105,2051535,DEMO_WARD_04,DEMO Ward 04,35.874,0.123,0.3974,12.49,60.97,0.1663,4.958,368.5,566.32,13280.42,DEMO / SYNTHETIC DATA
DEMO_G_2054,18.5509682,73.8452616,378135,2051535,DEMO_WARD_04,DEMO Ward 04,32.558,0.3078,0.1893,29.34,42.36,0.2488,4.105,531.04,571.15,14419.22,DEMO / SYNTHETIC DATA
DEMO_G_2055,18.5509699,73.8455458,378165,2051535,DEMO_WARD_04,DEMO Ward 04,32.93,0.2934,0.053,27.56,44.81,0.1546,5.329,513.91,565.31,9302.97,DEMO / SYNTHETIC DATA
DEMO_G_2056,18.5509716,73.84583,378195,2051535,DEMO_WARD_04,DEMO Ward 04,30.515,0.4549,0.0928,28.44,36.23,0.189,4.52,252.44,565.72,4980.19,DEMO / SYNTHETIC DATA
DEMO_G_2057,18.5509734,73.8461143,378225,2051535,DEMO_WARD_04,DEMO Ward 04,33.073,0.3404,0.1061,42.44,27.47,0.2514,4.752,347.73,564.6,8414.08,DEMO / SYNTHETIC DATA
DEMO_G_2058,18.5509751,73.8463985,378255,2051535,DEMO_WARD_04,DEMO Ward 04,35.674,0.3195,0.0517,31.1,61.21,0.1634,5.161,364.83,565.61,11057.3,DEMO / SYNTHETIC DATA
DEMO_G_2059,18.5509768,73.8466827,378285,2051535,DEMO_WARD_04,DEMO Ward 04,35.449,0.2666,0.1591,22.58,52.76,0.2128,6.626,290.08,562.37,8318.04,DEMO / SYNTHETIC DATA
DEMO_G_2060,18.5509786,73.8469669,378315,2051535,DEMO_WARD_04,DEMO Ward 04,33.606,0.1944,0.1469,28.55,48.35,0.1479,5.239,327.43,561.58,10946.46,DEMO / SYNTHETIC DATA
DEMO_G_2061,18.5509803,73.8472512,378345,2051535,DEMO_WARD_05,DEMO Ward 05,31.563,0.3537,0.0885,34.9,55.35,0.2841,5.352,413.53,562.35,7512.71,DEMO / SYNTHETIC DATA
DEMO_G_2062,18.5509821,73.8475354,378375,2051535,DEMO_WARD_05,DEMO Ward 05,30.492,0.3767,0.0927,36.14,36.86,0.259,3.949,0.0,570.58,11378.67,DEMO / SYNTHETIC DATA
DEMO_G_2063,18.5509838,73.8478196,378405,2051535,DEMO_WARD_05,DEMO Ward 05,30.942,0.4777,-0.0386,48.76,20.63,0.2421,3.529,198.63,569.62,6107.66,DEMO / SYNTHETIC DATA
DEMO_G_2064,18.5509855,73.8481038,378435,2051535,DEMO_WARD_05,DEMO Ward 05,32.198,0.2603,0.093,21.92,45.79,0.2077,2.799,211.2,568.16,7794.5,DEMO / SYNTHETIC DATA
DEMO_G_2065,18.5509873,73.8483881,378465,2051535,DEMO_WARD_05,DEMO Ward 05,33.746,0.1988,0.0851,27.29,50.27,0.2279,4.897,182.31,569.63,11442.32,DEMO / SYNTHETIC DATA
DEMO_G_2066,18.550989,73.8486723,378495,2051535,DEMO_WARD_05,DEMO Ward 05,35.077,0.3837,0.0624,38.22,32.34,0.181,4.314,358.67,575.41,5355.49,DEMO / SYNTHETIC DATA
DEMO_G_2067,18.5509907,73.8489565,378525,2051535,DEMO_WARD_05,DEMO Ward 05,32.513,0.382,0.0659,47.2,50.73,0.1962,3.947,290.64,559.4,7051.18,DEMO / SYNTHETIC DATA
DEMO_G_2068,18.5509925,73.8492407,378555,2051535,DEMO_WARD_05,DEMO Ward 05,31.309,0.4289,0.0749,36.1,34.73,0.1629,2.315,174.34,561.03,7543.48,DEMO / SYNTHETIC DATA
DEMO_G_2069,18.5509942,73.849525,378585,2051535,DEMO_WARD_05,DEMO Ward 05,33.726,0.4608,-0.065,39.41,42.25,0.2091,4.659,236.65,564.85,6444.8,DEMO / SYNTHETIC DATA
DEMO_G_2070,18.5509959,73.8498092,378615,2051535,DEMO_WARD_05,DEMO Ward 05,30.152,0.4089,0.0775,51.91,53.15,0.1924,5.022,307.52,568.1,10205.06,DEMO / SYNTHETIC DATA
DEMO_G_2071,18.5509977,73.8500934,378645,2051535,DEMO_WARD_05,DEMO Ward 05,31.533,0.4252,0.043,24.54,38.49,0.1887,5.253,157.09,558.36,7334.47,DEMO / SYNTHETIC DATA
DEMO_G_2072,18.5509994,73.8503776,378675,2051535,DEMO_WARD_05,DEMO Ward 05,31.322,0.3668,0.1143,45.62,18.47,0.1699,2.155,275.86,559.62,4732.39,DEMO / SYNTHETIC DATA
DEMO_G_2073,18.5510011,73.8506619,378705,2051535,DEMO_WARD_05,DEMO Ward 05,29.703,0.5367,-0.1332,50.21,16.43,0.1846,1.861,173.54,567.98,125.08,DEMO / SYNTHETIC DATA
DEMO_G_2074,18.5510028,73.8509461,378735,2051535,DEMO_WARD_05,DEMO Ward 05,28.206,0.7014,0.0589,49.4,20.84,0.1913,1.876,162.9,563.02,7843.48,DEMO / SYNTHETIC DATA
DEMO_G_2075,18.5510046,73.8512303,378765,2051535,DEMO_WARD_05,DEMO Ward 05,28.856,0.4398,-0.1471,49.74,30.81,0.2497,5.504,70.69,571.98,12230.05,DEMO / SYNTHETIC DATA
DEMO_G_2076,18.5510063,73.8515145,378795,2051535,DEMO_WARD_05,DEMO Ward 05,32.472,0.2335,0.1338,35.17,27.96,0.2651,2.128,256.8,566.63,8524.87,DEMO / SYNTHETIC DATA
DEMO_G_2077,18.551008,73.8517988,378825,2051535,DEMO_WARD_05,DEMO Ward 05,28.601,0.3889,-0.1347,36.05,10.63,0.1684,1.038,40.63,567.61,3971.75,DEMO / SYNTHETIC DATA
DEMO_G_2078,18.5510098,73.852083,378855,2051535,DEMO_WARD_05,DEMO Ward 05,32.512,0.3808,-0.0004,39.45,25.74,0.2439,3.596,202.0,564.85,6891.28,DEMO / SYNTHETIC DATA
DEMO_G_2079,18.5510115,73.8523672,378885,2051535,DEMO_WARD_05,DEMO Ward 05,28.345,0.3435,-0.1248,39.58,13.49,0.2053,0.791,130.66,562.8,4972.61,DEMO / SYNTHETIC DATA
DEMO_G_2080,18.5510132,73.8526514,378915,2051535,DEMO_WARD_05,DEMO Ward 05,30.011,0.4803,-0.1465,40.72,28.95,0.1859,2.934,305.44,564.55,4903.09,DEMO / SYNTHETIC DATA
DEMO_G_2081,18.5510149,73.8529357,378945,2051535,DEMO_WARD_06,DEMO Ward 06,30.414,0.5673,0.1103,47.47,23.99,0.2059,5.198,89.67,568.42,9263.72,DEMO / SYNTHETIC DATA
DEMO_G_2082,18.5510167,73.8532199,378975,2051535,DEMO_WARD_06,DEMO Ward 06,30.684,0.3288,0.1661,35.13,34.5,0.1634,3.065,198.22,557.39,4845.23,DEMO / SYNTHETIC DATA
DEMO_G_2083,18.5510184,73.8535041,379005,2051535,DEMO_WARD_06,DEMO Ward 06,32.994,0.3905,0.1042,34.38,44.52,0.1798,1.92,296.88,565.05,9582.71,DEMO / SYNTHETIC DATA
DEMO_G_2084,18.5510201,73.8537883,379035,2051535,DEMO_WARD_06,DEMO Ward 06,31.585,0.5284,-0.0024,41.17,33.23,0.2647,1.595,273.49,566.19,5601.48,DEMO / SYNTHETIC DATA
DEMO_G_2085,18.5510218,73.8540726,379065,2051535,DEMO_WARD_06,DEMO Ward 06,26.498,0.6048,-0.1235,59.17,23.51,0.1802,3.072,106.17,570.81,2570.68,DEMO / SYNTHETIC DATA
DEMO_G_2086,18.5510236,73.8543568,379095,2051535,DEMO_WARD_06,DEMO Ward 06,30.555,0.3834,0.0182,42.2,34.34,0.1858,0.911,220.0,569.79,6083.42,DEMO / SYNTHETIC DATA
DEMO_G_2087,18.5510253,73.854641,379125,2051535,DEMO_WARD_06,DEMO Ward 06,31.598,0.5796,0.1277,50.31,33.3,0.1967,4.37,264.43,569.25,8046.83,DEMO / SYNTHETIC DATA
DEMO_G_2088,18.551027,73.8549252,379155,2051535,DEMO_WARD_06,DEMO Ward 06,29.396,0.5493,0.039,31.74,17.68,0.2263,2.273,0.0,570.55,8300.05,DEMO / SYNTHETIC DATA
DEMO_G_2089,18.5510287,73.8552095,379185,2051535,DEMO_WARD_06,DEMO Ward 06,31.285,0.4511,0.0217,38.88,35.8,0.195,5.607,189.57,562.91,3744.58,DEMO / SYNTHETIC DATA
DEMO_G_2090,18.5510305,73.8554937,379215,2051535,DEMO_WARD_06,DEMO Ward 06,30.481,0.3202,-0.0337,39.3,35.7,0.2108,6.192,204.72,562.83,11087.48,DEMO / SYNTHETIC DATA
DEMO_G_2091,18.5510322,73.8557779,379245,2051535,DEMO_WARD_06,DEMO Ward 06,35.162,0.3358,0.1726,30.09,35.13,0.2274,4.732,210.38,566.78,10094.17,DEMO / SYNTHETIC DATA
DEMO_G_2092,18.5510339,73.8560621,379275,2051535,DEMO_WARD_06,DEMO Ward 06,35.922,0.1919,0.2607,11.42,70.9,0.1575,4.695,295.49,566.03,11342.13,DEMO / SYNTHETIC DATA
DEMO_G_2093,18.5510356,73.8563464,379305,2051535,DEMO_WARD_06,DEMO Ward 06,31.205,0.4496,0.0416,34.02,59.07,0.2454,2.736,375.86,562.89,10531.4,DEMO / SYNTHETIC DATA
DEMO_G_2094,18.5510374,73.8566306,379335,2051535,DEMO_WARD_06,DEMO Ward 06,31.289,0.3215,-0.1151,22.98,49.51,0.1997,3.284,83.34,566.34,4943.6,DEMO / SYNTHETIC DATA
DEMO_G_2095,18.5510391,73.8569148,379365,2051535,DEMO_WARD_06,DEMO Ward 06,32.676,0.2568,0.2919,29.19,55.0,0.1699,6.452,312.43,569.2,12448.88,DEMO / SYNTHETIC DATA
DEMO_G_2096,18.5510408,73.857199,379395,2051535,DEMO_WARD_06,DEMO Ward 06,33.984,0.2561,0.1186,23.92,64.54,0.1898,6.318,135.2,561.68,10709.93,DEMO / SYNTHETIC DATA
DEMO_G_2097,18.5510425,73.8574833,379425,2051535,DEMO_WARD_06,DEMO Ward 06,34.477,0.39,0.3908,42.28,66.88,0.2381,5.537,261.66,559.02,5282.32,DEMO / SYNTHETIC DATA
DEMO_G_2098,18.5510442,73.8577675,379455,2051535,DEMO_WARD_06,DEMO Ward 06,34.768,0.2295,0.1715,22.32,58.72,0.202,4.862,419.96,574.6,10059.99,DEMO / SYNTHETIC DATA
DEMO_G_2099,18.551046,73.8580517,379485,2051535,DEMO_WARD_06,DEMO Ward 06,31.449,0.2527,0.1044,24.73,44.28,0.2172,7.458,131.95,571.77,11318.61,DEMO / SYNTHETIC DATA
DEMO_G_2100,18.5510477,73.8583359,379515,2051535,DEMO_WARD_06,DEMO Ward 06,33.225,0.2731,0.1269,23.15,54.41,0.2048,6.279,350.49,569.52,16199.09,DEMO / SYNTHETIC DATA
DEMO_G_2101,18.5512166,73.8415649,377745,2051565,DEMO_WARD_04,DEMO Ward 04,33.957,0.3745,0.1122,31.31,37.8,0.2002,5.047,56.54,567.48,6011.03,DEMO / SYNTHETIC DATA
DEMO_G_2102,18.5512184,73.8418491,377775,2051565,DEMO_WARD_04,DEMO Ward 04,32.107,0.2989,0.1106,22.97,53.53,0.1904,4.28,430.75,571.72,11086.03,DEMO / SYNTHETIC DATA
DEMO_G_2103,18.5512201,73.8421333,377805,2051565,DEMO_WARD_04,DEMO Ward 04,31.542,0.4063,-0.0063,42.06,33.92,0.1348,4.534,160.58,565.54,10820.82,DEMO / SYNTHETIC DATA
DEMO_G_2104,18.5512218,73.8424175,377835,2051565,DEMO_WARD_04,DEMO Ward 04,34.007,0.2553,0.0904,24.93,47.22,0.1857,3.79,358.02,576.15,8454.26,DEMO / SYNTHETIC DATA
DEMO_G_2105,18.5512236,73.8427018,377865,2051565,DEMO_WARD_04,DEMO Ward 04,31.926,0.3855,-0.0829,38.88,43.43,0.2384,4.643,392.28,564.19,8933.65,DEMO / SYNTHETIC DATA
DEMO_G_2106,18.5512253,73.842986,377895,2051565,DEMO_WARD_04,DEMO Ward 04,27.568,0.52,0.0539,56.6,11.57,0.1519,1.677,133.82,570.73,2279.27,DEMO / SYNTHETIC DATA
DEMO_G_2107,18.5512271,73.8432702,377925,2051565,DEMO_WARD_04,DEMO Ward 04,34.919,0.3206,0.045,17.39,55.73,0.1863,4.693,246.66,558.88,10289.79,DEMO / SYNTHETIC DATA
DEMO_G_2108,18.5512288,73.8435544,377955,2051565,DEMO_WARD_04,DEMO Ward 04,32.248,0.2185,0.084,24.22,61.79,0.2043,2.817,307.72,563.3,10572.28,DEMO / SYNTHETIC DATA
DEMO_G_2109,18.5512306,73.8438387,377985,2051565,DEMO_WARD_04,DEMO Ward 04,33.316,0.2544,0.186,24.95,50.36,0.1943,5.387,340.63,568.85,10874.93,DEMO / SYNTHETIC DATA
DEMO_G_2110,18.5512323,73.8441229,378015,2051565,DEMO_WARD_04,DEMO Ward 04,32.024,0.3331,0.025,17.03,37.07,0.1774,5.334,257.84,570.84,2133.75,DEMO / SYNTHETIC DATA
